,original_text,filtered_text,NBD_tag
1964,2 eggs,eggs,"""01123"""
1965,6 slices white bread crusts removed and cut into triangles,white bread crusts removed and cut into triangles,"""18967"""
1966,1 cup confectioners sugar,confectioners sugar,"""19335"""
1967,2 tablespoons honey,honey,"""19296"""
1968,2 tablespoons milk,milk,"""01077"""
1969,3 cups diced Granny Smith apples about 2 apples,diced granny smith apples apples,"""09502"""
1970,1 cup lightly toasted chopped walnuts,lightly toasted chopped walnuts,"""12155"""
1971,2 teaspoons vanilla extract,vanilla extract,"""02050"""
1972,2 teaspoons ground cinnamon,ground cinnamon,"""02010"""
1973,3 cups all-purpose flour,allpurpose flour,"""20581"""
1974,1 teaspoon baking soda,baking soda,"""18372"""
1975,1 teaspoon salt,salt,"""02047"""
1976,2 cups sugar,sugar,"""19335"""
1977,1 1/4 cups vegetable oil,vegetable oil,"""04513"""
1978,3 eggs,eggs,"""01123"""
1979,1/2 cup vegetable oil,vegetable oil,"""04513"""
1980,3 tablespoons white wine vinegar,white wine vinegar,"""02053"""
1981,1 tablespoon minced shallot,minced shallot,"""11677"""
1982,1/4 cup chopped fresh cilantro,chopped fresh cilantro,"""11165"""
1983,1/4 teaspoon ground cumin,ground cumin,"""02014"""
1984,1 small jicama peeled julienned,jicama peeled julienned,"""11603"""
1985,1 red bell pepper stemmed seeded julienned,red bell pepper stemmed seeded julienned,"""11821"""
1986,1 cup cubed fresh pineapple,cubed fresh pineapple,"""09266"""
1987,1/2 cup fresh cilantro leaves,fresh cilantro leaves,"""11165"""
1988,1 cup good mayonnaise,good mayonnaise,"""42138"""
1989,10 to 15 basil leaves chopped,to basil leaves chopped,"""02044"""
1990,1 teaspoon kosher salt,kosher salt,"""02047"""
1991,1/4 teaspoon freshly ground black pepper,freshly ground black pepper,"""02030"""
1992,1 teaspoon freshly squeezed lemon juice,freshly squeezed lemon juice,"""09152"""
1993,1 tablespoon good olive oil,good olive oil,"""44005"""
1994,1 teaspoon minced garlic,minced garlic,"""11215"""
1995,2 slices country loaf bread,country loaf bread,"""28318"""
1996,1 heirloom or Israeli tomato sliced,heirloom or israeli tomato sliced,"""11529"""
1997,4 cups water,water,"""14411"""
1998,2 cups jasmine rice,jasmine rice,"""20051"""
1999,2 tablespoons kosher salt,kosher salt,"""02047"""
2000,2 tablespoons light oil i.e. grapeseed,light oil ie grapeseed,"""04517"""
2002,12 dried apricot halves,dried apricot halves,"""09032"""
2003,12 pitted dried plums (prunes),pitted dried plums (prunes),"""09279"""
2004,2/3 cup (or more) low-salt chicken broth,(or more) lowsalt chicken broth,"""06970"""
2005,2 tablespoons soy sauce,soy sauce,"""16124"""
2006,1 tablespoon mango chutney large pieces chopped,mango chutney pieces chopped,"""09177"""
2007,2 teaspoons tamarind concentrate*,tamarind concentrate,"""09322"""
2008,1 teaspoon sugar,sugar,"""19335"""
2009,1 1/4 teaspoons ground cumin,ground cumin,"""02014"""
2010,1 1/4 teaspoons curry powder,curry powder,"""02015"""
2011,1 1/4 teaspoons garlic powder,garlic powder,"""02020"""
2012,1/2 teaspoon cayenne pepper,cayenne pepper,"""02031"""
2013,3 tablespoons vegetable oil,vegetable oil,"""04513"""
2014,1/2 cup thinly sliced white onion,thinly sliced white onion,"""11282"""
2015,2 garlic cloves minced,garlic cloves minced,"""11215"""
2016,1 teaspoon chopped peeled fresh ginger,chopped peeled fresh ginger,"""11216"""
2017,1/2 cup matchstick-size strips peeled carrot,matchsticksize strips peeled carrot,"""11124"""
2018,16 uncooked large shrimp peeled deveined,uncooked shrimp peeled deveined,"""15270"""
2019,1 green onion chopped,green onion chopped,"""11291"""
2020,2 pounds boneless pork shoulder cut into 2-inch pieces,boneless pork shoulder cut intoinch pieces,"""10070"""
2021,2 yellow or white onions,yellow or white onions,"""11294"""
2022,3 tablespoons distilled white vinegar,distilled white vinegar,"""02053"""
2023,2 garlic cloves minced,garlic cloves minced,"""11215"""
2024,3 tablespoons vegetable oil plus additional for frying the tortillas,vegetable oil plus additional for frying the tortillas,"""04513"""
2025,3 ears of corn,ears of corn,"""11167"""
2026,2 tomatoes chopped fine,tomatoes chopped fine,"""11529"""
2027,1/2 cup finely chopped red onion,finely chopped red onion,"""11282"""
2028,1 to 2 fresh jalapeño chilies including the seeds or to taste minced (wear rubber gloves),to fresh jalapeño chilies including the seeds or to taste minced (wear rubber gloves),"""11979"""
2029,1/2 cup loosely packed fresh coriander chopped fine,loosely packed fresh coriander chopped fine,"""11165"""
2030,4 tablespoons fresh lime juice,fresh lime juice,"""09160"""
2031,2 avocados (preferably California),avocados (preferably california),"""09038"""
2032,eight 7-inch corn tortillas,eightinch corn tortillas,"""18449"""
2033,about eight 3- by 2- by 1/2-inch pieces of pound cake,eight by byinch pieces of cake,"""18146"""
2034,1 1/2 cups chopped fresh pineapple,chopped fresh pineapple,"""09266"""
2035,3/4 cup sugar,sugar,"""19335"""
2036,1 tablespoon cornstarch,cornstarch,"""20027"""
2037,3 large egg yolks,egg yolks,"""01125"""
2038,1 large whole egg,whole egg,"""01123"""
2039,1 1/2 cups milk,milk,"""01077"""
2040,1 teaspoon vanilla,vanilla,"""02050"""
2041,1 1/2 cups well-chilled heavy cream,wellchilled heavy cream,"""01053"""
2042,2/3 cup well-chilled heavy cream,wellchilled heavy cream,"""01053"""
2043,2 tablespoons sugar,sugar,"""19335"""
2044,2 tablespoons sour cream,sour cream,"""01056"""
2045,1 cup sweetened flaked coconut toasted lightly and cooled,sweetened flaked coconut toasted lightly and cooled,"""12104"""
2046,1/4 cup sweetened flaked coconut toasted lightly and cooled,sweetened flaked coconut toasted lightly and cooled,"""12104"""
2047,1/4 cup extra-virgin olive oil,extravirgin olive oil,"""04708"""
2048,1 large Spanish onion peeled and finely diced,spanish onion peeled and finely diced,"""11294"""
2049,Coarse salt,coarse salt,"""02047"""
2050,1 leek (white part only) washed well and thinly sliced crosswise,leek (white part only) washed well and thinly sliced crosswise,"""11246"""
2051,Freshly ground pepper,freshly ground pepper,"""02030"""
2052,1 tablespoon unsalted butter at room temperature,unsalted butter at room temperature,"""01145"""
2053,1 cup all-purpose flour,allpurpose flour,"""20581"""
2054,3/4 teaspoon baking powder,baking powder,"""18371"""
2055,7 ounces Greek yogurt,greek yogurt,"""01287"""
2056,11 ounces feta cheese crumbled,feta cheese crumbled,"""01019"""
2057,1 cup sautéed spinach squeezed very dry and chopped,sautéed spinach squeezed very dry and chopped,"""11457"""
2058,1/4 cup chopped fresh dill,chopped fresh dill,"""02045"""
2059,3 large eggs at room temperature beaten,eggs at room temperature beaten,"""01123"""
2060,1/3 cup water,water,"""14411"""
2061,1/3 cup sugar,sugar,"""19335"""
2063,1/2 teaspoon vanilla extract,vanilla extract,"""02050"""
2064,Nonstick vegetable oil spray,nonstick vegetable oil spray,"""04679"""
2065,3/4 cup plus 2 tablespoons cake flour,plus cake flour,"""20084"""
2066,1/3 cup plus 1 tablespoon unsweetened cocoa powder,plus unsweetened cocoa powder,"""19165"""
2067,1/4 teaspoon baking soda,baking soda,"""18372"""
2068,5 large eggs,eggs,"""01123"""
2069,1 large egg yolk,egg yolk,"""01125"""
2070,3/4 cup plus 2 tablespoons sugar,plus sugar,"""19335"""
2071,1/4 teaspoon salt,salt,"""02047"""
2072,1 1/2 teaspoons vanilla extract,vanilla extract,"""02050"""
2073,4 tablespoons (1/2 stick) unsalted butter melted cooled,( stick) unsalted butter melted cooled,"""01145"""
2074,36 ounces bittersweet (not unsweetened) or semisweet chocolate finely chopped,bittersweet (not unsweetened) or semisweet chocolate finely chopped,"""19904"""
2075,2 1/2 cups whipping cream,whipping cream,"""01053"""
2076,1/4 cup light corn syrup,light corn syrup,"""19350"""
2078,1 teaspoon vanilla extract,vanilla extract,"""02050"""
2080,4 ounces chilled soft fresh goat cheese (such as Montrachet) cut into 1-inch-thick rounds,chilled soft fresh goat cheese (such as montrachet) cut intoinchthick rounds,"""01159"""
2081,2 large eggs beaten to blend,eggs beaten to blend,"""01123"""
2082,1/2 cup yellow cornmeal,yellow cornmeal,"""20020"""
2083,4 ounces 1/4-inch-thick slices pancetta or 4 thick bacon slices chopped,ouncesinchthick pancetta or thick bacon chopped,"""10123"""
2084,1 medium onion chopped,onion chopped,"""11282"""
2085,1 2 1/4-pound butternut squash peeled seeded coarsely chopped,butternut squash peeled seeded coarsely chopped,"""11485"""
2086,4 1/2 cups canned roasted-garlic chicken broth or low-salt chicken broth,canned roastedgarlic chicken broth or lowsalt chicken broth,"""06194"""
2087,2 teaspoons minced canned chipotle chilies*,minced canned chipotle chilies,"""11819"""
2088,1 16-ounce bag frozen sweet white corn (unthawed),bag frozen sweet white corn (unthawed),"""11900"""
2089,2 tablespoons olive oil,olive oil,"""44005"""
2090,2 teaspoons minced fresh sage,minced fresh sage,"""02038"""
2091,6 cups 1-inch pieces fresh rhubarb (from about 2 pounds),cupsinch pieces fresh rhubarb (from pounds),"""09307"""
2092,1 1/4 cups sugar,sugar,"""19335"""
2093,1/3 cup water,water,"""14411"""
2094,1 tablespoon olive oil,olive oil,"""44005"""
2095,1 red bell pepper diced,red bell pepper diced,"""11821"""
2096,1 green bell pepper diced,green bell pepper diced,"""11333"""
2097,1 onion diced,onion diced,"""11282"""
2098,1/4 pound chick peas,chick peas,"""16056"""
2099,1/4 pound beef cubed,beef cubed,"""23093"""
2100,1/4 pound chicken breast cubed,chicken breast cubed,"""05057"""
2101,1/4 pound chorizo sausage cubed,chorizo sausage cubed,"""07019"""
2102,4 cups vegetable broth,vegetable broth,"""06700"""
2103,Pinch saffron,pinch saffron,"""02037"""
2104,2 cups Carnaroli rice,carnaroli rice,"""20051"""
2105,1 lemon juiced,lemon juiced,"""09152"""
2106,2 1/4 cups whole milk,whole milk,"""01077"""
2107,6 large egg yolks,egg yolks,"""01125"""
2108,2/3 cup sugar,sugar,"""19335"""
2109,1/3 cup cornstarch,cornstarch,"""20027"""
2110,1 vanilla bean split lengthwise,vanilla bean split lengthwise,"""02050"""
2111,1 cup unbleached all-purpose flour,unbleached allpurpose flour,"""20581"""
2112,1/2 teaspoon baking powder,baking powder,"""18371"""
2113,1/8 teaspoon salt,salt,"""02047"""
2114,1/2 cup (1 stick) unsalted butter softened,( stick) unsalted butter softened,"""01145"""
2115,1/2 cup sugar,sugar,"""19335"""
2116,1 large egg,egg,"""01123"""
2117,1/2 teaspoon pure vanilla extract,pure vanilla extract,"""02050"""
2119,2 tablespoons (1/4 stick) butter,( stick) butter,"""01001"""
2120,1 onion thinly sliced,onion thinly sliced,"""11282"""
2121,1 tablespoon chopped fresh thyme or 1 teaspoon dried,chopped fresh thyme or dried,"""02049"""
2122,1 tablespoon chopped fresh tarragon or 1 teaspoon dried,chopped fresh tarragon or dried,"""02041"""
2123,1 tablespoon chopped fresh basil or 1 teaspoon dried,chopped fresh basil or dried,"""02044"""
2124,1 cup whipping cream,whipping cream,"""01053"""
2125,1/2 cup vodka,vodka,"""14037"""
2126,3/4 pound spaghetti or linguine freshly cooked,spaghetti or linguine freshly cooked,"""20120"""
2127,3/4 cup grated Parmesan cheese,grated parmesan cheese,"""01033"""
2128,1 1/4 cups sugar,sugar,"""19335"""
2129,1 cup all-purpose flour,allpurpose flour,"""20581"""
2130,1/2 cup cocoa powder,cocoa powder,"""19165"""
2131,1 teaspoon baking powder,baking powder,"""18371"""
2132,1 teaspoon baking soda,baking soda,"""18372"""
2133,4 tablespoons unsalted butter,unsalted butter,"""01145"""
2134,1 teaspoon instant espresso,instant espresso,"""14214"""
2135,1/2 cup buttermilk at room temperature,buttermilk at room temperature,"""01230"""
2136,2 whole eggs at room temperature,whole eggs at room temperature,"""01123"""
2137,1/2 cup chopped chocolate,chopped chocolate,"""19120"""
2138,1/2 cup heavy cream,heavy cream,"""01053"""
2139,1 teaspoon coffee liqueur optional,coffee liqueur optional,"""14414"""
2140,Salted Caramel Buttercream recipe follows,salted caramel buttercream follows,"""19074"""
2141,1 1/2 cups heavy cream,heavy cream,"""01053"""
2142,2 cups sugar,sugar,"""19335"""
2143,1 pinch sea salt,sea salt,"""02047"""
2144,3 sticks unsalted butter,unsalted butter,"""01145"""
2145,2 tablespoons unsalted butter,unsalted butter,"""01145"""
2146,1 onion thinly sliced,onion thinly sliced,"""11282"""
2147,1 teaspoon coriander seeds,coriander seeds,"""02013"""
2148,1 cup fresh parsley leaves chopped and tender stems reserved,fresh parsley leaves chopped and tender stems reserved,"""11297"""
2149,Kosher salt,kosher salt,"""02047"""
2150,6 medium parsnips peeled and cut into 1-inch pieces,parsnips peeled and cut intoinch pieces,"""11298"""
2151,2 medium carrots peeled and cut into 1-inch pieces,carrots peeled and cut intoinch pieces,"""11124"""
2152,2 cloves garlic minced,cloves garlic minced,"""11215"""
2153,1/2 cup fresh orange juice,fresh orange juice,"""42270"""
2154,1 tablespoon molasses,molasses,"""19304"""
2155,1/2 cup heavy cream,heavy cream,"""01053"""
2156,1/2 cup whole milk,whole milk,"""01077"""
2157,1 tablespoon grated peeled fresh ginger,grated peeled fresh ginger,"""11216"""
2158,Extra-virgin olive oil for drizzling,extravirgin olive oil for drizzling,"""04708"""
2159,2 tablespoons unsalted butter,unsalted butter,"""01145"""
2160,1 onion thinly sliced,onion thinly sliced,"""11282"""
2161,1 teaspoon coriander seeds,coriander seeds,"""02013"""
2162,1 cup fresh parsley leaves chopped and tender stems reserved,fresh parsley leaves chopped and tender stems reserved,"""11297"""
2163,Kosher salt,kosher salt,"""02047"""
2164,6 medium parsnips peeled and cut into 1-inch pieces,parsnips peeled and cut intoinch pieces,"""11298"""
2165,2 medium carrots peeled and cut into 1-inch pieces,carrots peeled and cut intoinch pieces,"""11124"""
2166,2 cloves garlic minced,cloves garlic minced,"""11215"""
2167,1/2 cup fresh orange juice,fresh orange juice,"""42270"""
2168,1 tablespoon molasses,molasses,"""19304"""
2169,1/2 cup heavy cream,heavy cream,"""01053"""
2170,1/2 cup whole milk,whole milk,"""01077"""
2171,1 tablespoon grated peeled fresh ginger,grated peeled fresh ginger,"""11216"""
2172,Extra-virgin olive oil for drizzling,extravirgin olive oil for drizzling,"""04708"""
2173,2 tablespoons unsalted butter,unsalted butter,"""01145"""
2174,1 onion thinly sliced,onion thinly sliced,"""11282"""
2175,1 teaspoon coriander seeds,coriander seeds,"""02013"""
2176,1 cup fresh parsley leaves chopped and tender stems reserved,fresh parsley leaves chopped and tender stems reserved,"""11297"""
2177,Kosher salt,kosher salt,"""02047"""
2178,6 medium parsnips peeled and cut into 1-inch pieces,parsnips peeled and cut intoinch pieces,"""11298"""
2179,2 medium carrots peeled and cut into 1-inch pieces,carrots peeled and cut intoinch pieces,"""11124"""
2180,2 cloves garlic minced,cloves garlic minced,"""11215"""
2181,1/2 cup fresh orange juice,fresh orange juice,"""42270"""
2182,1 tablespoon molasses,molasses,"""19304"""
2183,1/2 cup heavy cream,heavy cream,"""01053"""
2184,1/2 cup whole milk,whole milk,"""01077"""
2185,1 tablespoon grated peeled fresh ginger,grated peeled fresh ginger,"""11216"""
2186,Extra-virgin olive oil for drizzling,extravirgin olive oil for drizzling,"""04708"""
2187,2 tablespoons unsalted butter,unsalted butter,"""01145"""
2188,1 onion thinly sliced,onion thinly sliced,"""11282"""
2189,1 teaspoon coriander seeds,coriander seeds,"""02013"""
2190,1 cup fresh parsley leaves chopped and tender stems reserved,fresh parsley leaves chopped and tender stems reserved,"""11297"""
2191,Kosher salt,kosher salt,"""02047"""
2192,6 medium parsnips peeled and cut into 1-inch pieces,parsnips peeled and cut intoinch pieces,"""11298"""
2193,2 medium carrots peeled and cut into 1-inch pieces,carrots peeled and cut intoinch pieces,"""11124"""
2194,2 cloves garlic minced,cloves garlic minced,"""11215"""
2195,1/2 cup fresh orange juice,fresh orange juice,"""42270"""
2196,1 tablespoon molasses,molasses,"""19304"""
2197,1/2 cup heavy cream,heavy cream,"""01053"""
2198,1/2 cup whole milk,whole milk,"""01077"""
2199,1 tablespoon grated peeled fresh ginger,grated peeled fresh ginger,"""11216"""
2200,Extra-virgin olive oil for drizzling,extravirgin olive oil for drizzling,"""04708"""
2201,1 cup grated Parmesan,grated parmesan,"""01033"""
2202,2 eggs,eggs,"""01123"""
2203,Crushed black pepper,crushed black pepper,"""02030"""
2204,1 tablespoon olive oil plus more for topping,olive oil plus more for topping,"""44005"""
2205,3 thick slices pancetta cut into 1/3-inch cubes,thick pancetta cut intoinch cubes,"""10123"""
2206,1 ball your favorite pizza dough,ball your favorite pizza dough,"""18014"""
2208,2 ounces mozzarella shredded,mozzarella shredded,"""01026"""
2209,Grated pecorino cheese,grated pecorino cheese,"""01033"""
2210,2 lemons halved,lemons halved,"""09152"""
