,index,original_text,filtered_text,NBD_tag
1119,1182,2 thin slices of fresh ginger* (See Cooks Note),thin of fresh ginger (see cooks note),"""11216"""
1120,1184,32 ounces low-fat or non-fat yogurt,lowfat or nonfat yogurt,"""01117"""
1121,1185,2 1/2 pounds boiling potatoes,boiling potatoes,"""11352"""
1122,1186,1 ounce dried tomatoes (about 1/2 cup),dried tomatoes (about cup),"""11955"""
1123,1187,2 pounds zucchini (about 4 medium),zucchini (about medium),"""11477"""
1124,1188,10 Kalamata or other brine-cured black olives,kalamata or other brinecured black olives,"""09193"""
1125,1189,4 garlic cloves,garlic cloves,"""11215"""
1126,1190,2 teaspoons olive oil,olive oil,"""44005"""
1127,1191,1 cup dark raisins,dark raisins,"""09299"""
1128,1192,Italian Grappa enough to cover raisins plus 2 tablespoons warmed,italian grappa enough to cover raisins plus warmed,"""14037"""
1129,1193,8 ounces bittersweet or semisweet chocolate coarsely chopped plus 12 ounces cut into small chunks (1/4 to 1/2-inch),bittersweet or semisweet chocolate coarsely chopped plus cut into chunks ( toinch),"""19120"""
1130,1194,1 cup all-purpose flour,allpurpose flour,"""20581"""
1131,1195,2 tablespoons Dutch process cocoa powder,dutch process cocoa powder,"""19165"""
1132,1196,1 teaspoon baking powder,baking powder,"""18371"""
1133,1197,1/4 teaspoon salt,salt,"""02047"""
1134,1198,1/2 cup unsalted butter room temperature,unsalted butter room temperature,"""01145"""
1135,1199,1/2 cup dark brown sugar,dark brown sugar,"""19334"""
1136,1200,3/4 cup white granulated sugar,white granulated sugar,"""19335"""
1137,1201,2 eggs,eggs,"""01123"""
1138,1202,1 1/2 teaspoons pure vanilla extract,pure vanilla extract,"""02050"""
1139,1203,2 sheets frozen puff pastry (one 17.3-ounce package) thawed,sheets frozen puff pastry (oneounce package) thawed,"""18337"""
1140,1204,1 cup diced ham,diced ham,"""10149"""
1141,1205,2 cups coarsely grated Swiss cheese,coarsely grated swiss cheese,"""01040"""
1142,1206,2 cups sliced mushrooms,sliced mushrooms,"""11260"""
1143,1207,2 large eggs,eggs,"""01123"""
1144,1208,1 tablespoon chopped fresh rosemary,chopped fresh rosemary,"""02063"""
1145,1209,1/2 teaspoon ground black pepper,ground black pepper,"""02030"""
1146,1210,1/2 teaspoon salt,salt,"""02047"""
1147,1211,1/4 teaspoon ground nutmeg,ground nutmeg,"""02025"""
1148,1212,1 cup sour cream,sour cream,"""01056"""
1149,1213,2 sweet potatoes (kumara) (800 grams) peeled and chopped into 3/4-inch cubes,sweet potatoes (kumara) ( grams) peeled and chopped intoinch cubes,"""11507"""
1150,1214,2 tablespoons extra virgin olive oil plus extra for drizzling,extra virgin olive oil plus extra for drizzling,"""04708"""
1151,1215,1 teaspoon sea salt flakes,sea salt flakes,"""02047"""
1152,1216,2 cups (340 grams) cooked quinoa preferabbly black plus extra for sprinkling,( grams) cooked quinoa preferabbly black plus extra for sprinkling,"""20137"""
1153,1217,2 tablespoons linseeds (flaxseeds),linseeds (flaxseeds),"""04517"""
1154,1218,2 tablespoons store-bought caramelized onion,storebought caramelized onion,"""11282"""
1155,1219,1 3/4 cups (420 grams) fresh ricotta,( grams) fresh ricotta,"""01036"""
1156,1220,1 1/2 cups (120 grams) finely grated Parmesan,( grams) finely grated parmesan,"""01033"""
1157,1221,2 tablespoons thyme leaves,thyme leaves,"""02049"""
1158,1222,2 eggs,eggs,"""01123"""
1159,1223,Cracked black pepper,cracked black pepper,"""02030"""
1160,1224,150 grams goat cheese sliced,goat cheese sliced,"""01159"""
1161,1225,6 sprigs thyme extra,thyme extra,"""02049"""
1162,1226,1 large piece salt pork,piece salt pork,"""10165"""
1163,1227,1 cup water,water,"""14411"""
1164,1228,1 large onion chopped,onion chopped,"""11282"""
1165,1229,8 red potatoes skin on diced small,red potatoes skin on diced,"""11355"""
1166,1230,4 cups clam juice,clam juice,"""14187"""
1167,1231,3 pounds chopped Essex clams,chopped essex clams,"""15157"""
1168,1232,2 tablespoons butter,butter,"""01001"""
1169,1233,Dash salt,dash salt,"""02047"""
1170,1234,Freshly ground pepper,freshly ground pepper,"""02030"""
1171,1235,1 quart cream,cream,"""01049"""
1172,1236,Flour to thicken,flour to thicken,"""20581"""
1173,1237,1 1/2 cups all-purpose flour,allpurpose flour,"""20581"""
1174,1238,1/2 cup Dutch-process cocoa powder plus more for dusting (optional),dutchprocess cocoa powder plus more for dusting (optional),"""19165"""
1175,1239,1/2 cup sugar,sugar,"""19335"""
1176,1240,1/2 cup malted milk powder,malted milk powder,"""14312"""
1177,1241,1/4 teaspoon baking soda,baking soda,"""18372"""
1178,1242,1/4 teaspoon salt,salt,"""02047"""
1179,1243,1 teaspoon vanilla extract,vanilla extract,"""02050"""
1180,1244,12 tablespoons unsalted butter cut into 1/2-inch pieces at room temperature,unsalted butter cut intoinch pieces at room temperature,"""01145"""
1181,1245,4 ounces white chocolate coarsely chopped,white chocolate coarsely chopped,"""19087"""
1182,1246,2 tablespoons malted milk powder,malted milk powder,"""14312"""
1183,1247,Pinch of salt,pinch of salt,"""02047"""
1184,1248,1/2 teaspoon vanilla extract,vanilla extract,"""02050"""
1185,1249,1/2 cup heavy cream,heavy cream,"""01053"""
1186,1250,Nonstick cooking spray or butter for greasing,nonstick cooking spray or butter for greasing,"""04679"""
1187,1251,2 cups heavy cream,heavy cream,"""01053"""
1188,1252,2 cups whole milk,whole milk,"""01077"""
1189,1253,3/4 cup light brown sugar,light brown sugar,"""19334"""
1190,1254,1 teaspoon ground cinnamon,ground cinnamon,"""02010"""
1191,1255,1 teaspoon kosher salt,kosher salt,"""02047"""
1192,1256,1 teaspoon vanilla extract,vanilla extract,"""02050"""
1193,1257,9 large egg yolks,egg yolks,"""01125"""
1194,1258,3 1/2 cups Granny Smith apples peeled and chopped,granny smith apples peeled and chopped,"""09502"""
1195,1259,3/4 cup pecans chopped and toasted,pecans chopped and toasted,"""12142"""
1196,1260,1 loaf challah bread cut or torn into 1-inch pieces (preferably stale),loaf challah bread cut or torn intoinch pieces (preferably stale),"""18029"""
1197,1261,Caramel Dessert Sauce recipe follows,caramel dessert sauce follows,"""19364"""
1198,1262,Vanilla ice cream for serving,vanilla ice cream for,"""19095"""
1199,1263,3/4 cup sugar,sugar,"""19335"""
1200,1264,1/2 cup (1 stick) unsalted butter,( stick) unsalted butter,"""01145"""
1201,1265,1/2 cup buttermilk,buttermilk,"""01230"""
1202,1266,1 tablespoon light corn syrup,light corn syrup,"""19350"""
1203,1267,1 teaspoon baking soda,baking soda,"""18372"""
1204,1268,1 teaspoon vanilla extract,vanilla extract,"""02050"""
1205,1269,1/2 teaspoon ground cinnamon,ground cinnamon,"""02010"""
1206,1270,Pinch salt,pinch salt,"""02047"""
1207,1271,9 thin slices whole-grain bread,thin wholegrain bread,"""28397"""
1208,1272,3 tablespoons ricotta,ricotta,"""01036"""
1209,1273,1 teaspoon extra-virgin olive oil,extravirgin olive oil,"""04708"""
1210,1275,Pinch kosher salt,pinch kosher salt,"""02047"""
1211,1276,3 thin slices prosciutto San Daniele halved lengthwise,thin prosciutto san daniele halved lengthwise,"""10860"""
1212,1277,12 leaves baby arugula,leaves baby arugula,"""11959"""
1213,1278,1/2 avocado thinly sliced,avocado thinly sliced,"""09038"""
1214,1279,2 teaspoons toasted quinoa (see Cooks Note),toasted quinoa (see cooks note),"""20137"""
1215,1280,1/4 teaspoon flaky sea salt,flaky sea salt,"""02047"""
1216,1281,1/8 teaspoon chile flakes,chile flakes,"""02031"""
1217,1282,1 tablespoon extra-virgin olive oil,extravirgin olive oil,"""04708"""
1218,1283,2 tablespoon creme fraiche,creme fraiche,"""01056"""
1219,1284,2 teaspoons capers chopped,capers chopped,"""02054"""
1220,1285,3 slices smoked wild salmon halved,smoked wild salmon halved,"""15238"""
1221,1286,Twelve 1-inch pieces fresh chives,twelveinch pieces fresh chives,"""11156"""
1222,1287,2 Tbs. butter,tbs butter,"""01001"""
1223,1288,4 Tbs. brown sugar,tbs brown sugar,"""19334"""
1224,1289,4 medium bananas sliced in half lengthwise,bananas sliced in half lengthwise,"""09040"""
1225,1290,1 cup all-purpose flour,allpurpose flour,"""20581"""
1226,1291,1/3 -cup cocoa powder,cocoa powder,"""19165"""
1227,1292,1 tsp. baking powder,baking powder,"""18371"""
1228,1293,1 tsp. baking soda,baking soda,"""18372"""
1229,1294,1 tsp. ground cinnamon,ground cinnamon,"""02010"""
1230,1295,1/3 -cup chocolate chips,chocolate chips,"""19120"""
1231,1296,1/2 -cup egg whites,egg whites,"""01124"""
1232,1297,1 cup brown sugar,brown sugar,"""19334"""
1233,1298,1 cup nonfat plain yogurt,nonfat plain yogurt,"""01256"""
1234,1299,2 tsp. pure vanilla extract,pure vanilla extract,"""02050"""
1235,1300,16 tablespoons (2 sticks) unsalted butter softened,( sticks) unsalted butter softened,"""01145"""
1236,1301,3/4 cup sugar,sugar,"""19335"""
1237,1302,1/4 teaspoon salt,salt,"""02047"""
1238,1303,1 teaspoon vanilla extract,vanilla extract,"""02050"""
1239,1304,3 large egg yolks,egg yolks,"""01125"""
1240,1305,2 1/2 cups all-purpose flour,allpurpose flour,"""20581"""
1241,1307,2 ounces Jose Cuervo Reserva de la familia,jose cuervo reserva de la familia,"""14037"""
1242,1308,3/4 ounce Corano Marnier 150th Anniversary - Grand Marnier,corano marnierth anniversary grand marnier,"""14037"""
1243,1309,1 1/2 ounces fresh lime juice,fresh lime juice,"""09160"""
1244,1310,6-pound lamb shoulder cut by butcher into 4 very thick chops about 1 1/2 pounds each,lamb shoulder cut by butcher into very thick chops each,"""17035"""
1245,1311,2 celery ribs cut in 1-inch chunks (about 2 cups),celery cut ininch chunks (about cups),"""11143"""
1246,1312,2 medium carrots cut in 1-inch chunks (about 2 cups),carrots cut ininch chunks (about cups),"""11124"""
1247,1313,2 medium onions cut in large chunks (about 3 cups),onions cut in chunks (about cups),"""11282"""
1248,1314,3-inch piece cinnamon stick,piece cinnamon,"""02010"""
1249,1315,6 garlic cloves crushed and peeled,garlic cloves crushed and peeled,"""11215"""
1250,1316,4 small branches fresh rosemary,branches fresh rosemary,"""02063"""
1251,1317,8 fresh sage leaves,fresh sage leaves,"""02038"""
1252,1318,1/2 teaspoon coarsely ground black pepper,coarsely ground black pepper,"""02030"""
1253,1319,1 teaspoon coarse sea salt or kosher salt or more to taste,coarse sea salt or kosher salt or more to taste,"""02047"""
1254,1320,2 cups dry white wine,dry white wine,"""14106"""
1255,1321,1/3 cup red wine vinegar,red wine vinegar,"""02068"""
1256,1322,cup extra-virgin olive oil,extravirgin olive oil,"""04708"""
1257,1323,3 cups light stock (chicken turkey or vegetable broth) or more if needed,light stock (chicken turkey or vegetable broth) or more if needed,"""06172"""
1258,1326,1 teaspoon amaretto,amaretto,"""14037"""
1259,1327,2 teaspoons blue caracao,blue caracao,"""14037"""
1260,1328,1/2 cup Champagne chilled,champagne chilled,"""14106"""
1261,1330,2 medium heads garlic left whole,heads garlic left whole,"""11215"""
1262,1331,1 tablespoon olive oil,olive oil,"""44005"""
1263,1332,1 1/2 cups mayonnaise,mayonnaise,"""42138"""
1264,1333,2 teaspoons apple-cider vinegar,applecider vinegar,"""02048"""
1265,1334,1/2 teaspoon black pepper,black pepper,"""02030"""
1266,1335,1/4 teaspoon salt,salt,"""02047"""
1267,1336,3 tablespoons chopped fresh chives,chopped fresh chives,"""11156"""
1268,1337,2 lb medium asparagus trimmed,asparagus trimmed,"""11011"""
1269,1338,4 large egg whites at room temperature for 30 minutes,egg whites at room temperature for minutes,"""01124"""
1270,1339,1/2 teaspoon cream of tartar,cream of tartar,"""18373"""
1271,1340,1/8 teaspoon salt,salt,"""02047"""
1272,1341,1/2 cup sugar,sugar,"""19335"""
1273,1342,1/2 cup fresh lemon juice (from 2 medium lemons),fresh lemon juice (from lemons),"""09152"""
1274,1344,2/3 cup sugar,sugar,"""19335"""
1275,1345,4 large egg yolks,egg yolks,"""01125"""
1276,1346,2 whole large eggs,whole eggs,"""01123"""
1277,1347,1/4 teaspoon salt,salt,"""02047"""
1278,1348,3/4 stick (6 tablespoons) unsalted butter cut into tablespoon pieces,( tablespoons) unsalted butter cut into pieces,"""01145"""
1279,1349,1 pint (2 cups) vanilla ice cream (preferably premium),( cups) vanilla ice cream (preferably premium),"""19095"""
1280,1351,2 cups ground chocolate wafer cookies,ground chocolate wafer cookies,"""18157"""
1281,1352,4 ounces semisweet chocolate chopped,semisweet chocolate chopped,"""19080"""
1282,1353,5 tablespoons unsalted butter melted,unsalted butter melted,"""01145"""
1283,1354,1 1/4 cups chilled whipping cream,chilled whipping cream,"""01053"""
1284,1356,1 1/4 teaspoons unflavored gelatin,unflavored gelatin,"""19177"""
1285,1357,9 ounces imported white chocolate (such as Lindt) chopped,imported white chocolate (such as lindt) chopped,"""19087"""
1286,1358,1/4 cup brandy,brandy,"""14037"""
1287,1359,1/2 cup sour cream,sour cream,"""01056"""
1288,1361,Baking spray for spraying custard cups,baking spray for spraying custard,"""04679"""
1289,1362,1 stick butter,butter,"""01001"""
1290,1363,2 ounces bittersweet chocolate,bittersweet chocolate,"""19904"""
1291,1364,2 ounces semisweet chocolate,semisweet chocolate,"""19080"""
1292,1365,1 1/4 cups powdered sugar,powdered sugar,"""19336"""
1293,1366,2 whole eggs,whole eggs,"""01123"""
1294,1367,3 egg yolks,egg yolks,"""01125"""
1295,1368,1 teaspoon vanilla,vanilla,"""02050"""
1296,1369,1/2 cup all-purpose flour,allpurpose flour,"""20581"""
1297,1370,Vanilla ice cream for serving,vanilla ice cream for,"""19095"""
1298,1371,8 cups unsweetened apple cider or apple juice,unsweetened apple cider or apple juice,"""03166"""
1299,1372,1 1/2 pounds Granny Smith apples peeled cored cut into 1/3-inch cubes (about 4 1/2 cups),granny smith apples peeled cored cut intoinch cubes (about cups),"""09502"""
1300,1373,3/4 cup (packed) golden brown sugar,(packed) golden brown sugar,"""19334"""
1301,1374,1 3/4 cups all purpose flour,all purpose flour,"""20581"""
1302,1375,1 tablespoon ground ginger,ground ginger,"""02021"""
1303,1376,1 teaspoon baking soda,baking soda,"""18372"""
1304,1377,1 teaspoon ground cinnamon,ground cinnamon,"""02010"""
1305,1378,1/4 teaspoon salt,salt,"""02047"""
1306,1379,1/4 teaspoon ground cloves,ground cloves,"""02011"""
1307,1380,1/4 teaspoon finely ground black pepper,finely ground black pepper,"""02030"""
1308,1381,1/2 cup (1 stick) unsalted butter room temperature,( stick) unsalted butter room temperature,"""01145"""
1309,1382,3/4 cup (packed) golden brown sugar,(packed) golden brown sugar,"""19334"""
1310,1383,1 large egg,egg,"""01123"""
1311,1384,3/4 cup mild-flavored (light) molasses,mildflavored (light) molasses,"""19304"""
1312,1385,1/2 cup boiling water,boiling water,"""14411"""
1313,1386,3 cups whole milk,whole milk,"""01077"""
1314,1387,2 4-inch-long pieces fresh ginger (about 4 ounces) peeled thickly sliced,inchlong pieces fresh ginger (about ounces) peeled thickly sliced,"""11216"""
1315,1388,1 tablespoon whole black peppercorns,whole black peppercorns,"""02030"""
1316,1389,4 large eggs,eggs,"""01123"""
1317,1390,3/4 cup sugar,sugar,"""19335"""
1318,1391,1 teaspoon vanilla extract,vanilla extract,"""02050"""
1319,1392,1 teaspoon ground ginger,ground ginger,"""02021"""
1320,1393,Pinch of salt,pinch of salt,"""02047"""
1321,1394,Ice cream or crème fraîche*,ice cream or crème fraîche,"""19095"""
1322,1396,6 tablespoons sweet dessert wine (such as late-harvest Riesling),sweet dessert wine (such as lateharvest riesling),"""14057"""
1323,1397,6 tablespoons sugar,sugar,"""19335"""
1324,1398,3 tablespoons fresh lemon juice,fresh lemon juice,"""09152"""
1325,1399,1 tablespoon brandy,brandy,"""14037"""
1326,1400,1 teaspoon (packed) grated lemon peel,(packed) grated lemon peel,"""09150"""
1327,1401,Generous pinch of ground nutmeg,generous of ground nutmeg,"""02025"""
1328,1402,1 cup chilled whipping cream,chilled whipping cream,"""01053"""
1329,1403,Fresh raspberries (optional),fresh raspberries (optional),"""09302"""
1330,1404,2 sticks unsalted butter at room temperature,unsalted butter at room temperature,"""01145"""
1331,1405,1/3 cup Truvia® natural sweetener or 18 packets,truvia® natural sweetener or packets,"""19337"""
1332,1406,4 large eggs,eggs,"""01123"""
1333,1407,1/2 cup flour,flour,"""20581"""
1334,1408,Pinch fine sea salt,pinch fine sea salt,"""02047"""
1335,1409,8 oz bittersweet chocolate melted,bittersweet chocolate melted,"""19904"""
1336,1410,2 tsp pure vanilla extract,pure vanilla extract,"""02050"""
1337,1411,1 large ripe Barlett pear peeled and thinly sliced,ripe barlett pear peeled and thinly sliced,"""09252"""
1338,1412,3 large sweet potatoes grated,sweet potatoes grated,"""11507"""
1339,1413,2 medium-sized onions grated or minced,mediumsized onions grated or minced,"""11282"""
