,original_text,NDB_ID,Description
1386,1 mango peeled stoned and cut into 1-inch chunks,"""09176""","mangos, raw"
1387,1 cup pineapple cut into 1-inch chunks,"""09266""","pineapple, raw, all varieties"
1388,1 pint strawberries hulled and halved,"""09316""","strawberries, raw"
1389,2 tablespoons fresh lemon juice,"""09152""","lemon juice, raw"
1390,2 tablespoons fresh lime juice,"""09160""","lime juice, raw"
1391,1 tablespoon dark rum,"""14050""","alcoholic beverage, distilled, rum, 80 proof"
1392,2 tablespoons sugar or to taste,"""19335""","sugars, granulated"
1393,1 bunch mint leaves only coarsely chopped,"""02064""","peppermint, fresh"
1394,1 Spanish onion minced,"""11294""","onions, sweet, raw"
1395,2 to 3 tablespoons extra virgin olive oil,"""04708""","mayonnaise, reduced fat, with olive oil"
1396,2 tablespoons unsalted butter,"""01145""","butter, without salt"
1397,3 cloves garlic minced,"""11215""","garlic, raw"
1398,1 cup popcorn rice,"""20053""","rice, white, short-grain, enriched, cooked"
1399,2 cups chicken stock or beef stock if the dish calls for meat,"""06172""","soup, stock, chicken, home-prepared"
1400,2 Golden Delicious apples peeled cored and cut in 1/8ths,"""09501""","apples, raw, golden delicious, with skin"
1401,3/4 cup raisins,"""09299""","raisins, seeded"
1402,1 pound guava quartered,"""09139""","guavas, common, raw"
1403,3 (3 to 4-inch) pieces sugarcane each cut in strips,"""19335""","sugars, granulated"
1404,1/2 cup prunes,"""09291""","plums, dried (prunes), uncooked"
1405,1/2 pound crabapples peeled and cored,"""09077""","crabapples, raw"
1406,2 cups (1-inch) diced pineapple,"""09266""","pineapple, raw, all varieties"
1407,1 cup sugar,"""19335""","sugars, granulated"
1408,4 (2-inch) pieces Mexican cinnamon,"""02010""","spices, cinnamon, ground"
1409,8 cups water,"""14411""","beverages, water, tap, drinking"
1410,Tequila,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
1411,1 cup chicken fat,"""04542""","fat, chicken"
1412,1 onion sliced,"""11282""","onions, raw"
1413,4 russet potatoes peeled grated and liquid squeezed out,"""11353""","potatoes, russet, flesh and skin, raw (includes foods for usda's food distribution program)"
1414,1 bunch dill chopped,"""02045""","dill weed, fresh"
1415,Salt,"""02047""","salt, table"
1416,1 pound sliced smoked salmon,"""15077""","fish, salmon, chinook, smoked"
1417,3/4 cup all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
1418,3/4 cup finely ground graham crackers,"""18617""","nabisco, nabisco grahams crackers"
1419,1 1/4 teaspoons baking powder,"""18371""","leavening agents, baking powder, low-sodium"
1420,1/2 teaspoon fine salt,"""02047""","salt, table"
1421,1 1/2 sticks (6 ounces) unsalted butter at room temperature,"""01145""","butter, without salt"
1422,1/2 cup packed light brown sugar,"""19334""","sugars, brown"
1423,2 large eggs,"""01123""","egg, whole, raw, fresh"
1424,1 teaspoon vanilla extract,"""02050""",vanilla extract
1425,2/3 cup milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
1426,8 ounces bittersweet chocolate chopped,"""19904""","chocolate, dark, 70-85% cacao solids"
1427,1/3 cup heavy cream,"""01053""","cream, fluid, heavy whipping"
1428,1 tablespoon light corn syrup,"""19350""","syrups, corn, light"
1429,Meringue Frosting:,"""18320""","pie, lemon meringue, commercially prepared"
1430,4 egg whites at room temperature,"""01124""","egg, white, raw, fresh"
1431,2/3 cup granulated sugar,"""19335""","sugars, granulated"
1432,1/8 teaspoon cream of tartar,"""18373""","leavening agents, cream of tartar"
1433,35 to 40 (three to four 9-ounce jars) peperoncini (pickled Tuscan peppers) drained,"""31034""","peppers, hot pickled, canned"
1434,8 ounces cream cheese softened,"""01017""","cheese, cream"
1435,1/2 stick (1/4 cup) unsalted butter softened,"""01145""","butter, without salt"
1436,1/4 cup minced fresh dill,"""02045""","dill weed, fresh"
1437,3 tablespoons minced shallot,"""11677""","shallots, raw"
1438,1 tablespoon fresh lemon juice,"""09152""","lemon juice, raw"
1439,6 ounces thinly sliced smoked salmon chopped fine,"""15077""","fish, salmon, chinook, smoked"
1440,1 pound dried pinto or red kidney beans soaked in enough cold water to cover them by 2 inches overnight or quick-soaked (procedure follows),"""16042""","beans, pinto, mature seeds, raw (includes foods for usda's food distribution program)"
1441,1 pound Italian sausage casings discarded and the meat chopped,"""07036""","sausage, italian, pork, mild, raw"
1442,1 tablespoon olive oil,"""44005""","oil, corn, peanut, and olive"
1443,2 cups finely chopped onion,"""11282""","onions, raw"
1444,3 cups thinly sliced fennel bulb (about 1 large bulb),"""11957""","fennel, bulb, raw"
1445,1 large red bell pepper cut into thin strips,"""11821""","peppers, sweet, red, raw"
1446,1 teaspoon dried basil crumbled,"""02003""","spices, basil, dried"
1447,1 teaspoon dried thyme crumbled,"""02042""","spices, thyme, dried"
1448,1/2 cup chicken broth,"""06194""","soup, chicken broth, ready-to-serve"
1449,a 10-ounce can artichoke hearts rinsed drained well and each heart cut into 8 pieces,"""11007""","artichokes, (globe or french), raw"
1450,1/2 cup minced fresh parsley leaves,"""11297""","parsley, fresh"
1451,1 cup fresh bread crumbs,"""18029""","bread, french or vienna (includes sourdough)"
1452,1 cup freshly grated Parmesan,"""01033""","cheese, parmesan, hard"
1453,1 tablespoon unsalted butter cut into bits,"""01145""","butter, without salt"
1454,12 fingerling potatoes cut in 1/2 1-inch baby potatoes may be substituted,"""11354""","potatoes, white, flesh and skin, raw"
1455,1 tablespoon extra-virgin olive oil 1 turn of the pan plus some for drizzling,"""04708""","mayonnaise, reduced fat, with olive oil"
1456,1 shallot finely chopped,"""11677""","shallots, raw"
1457,1 jigger dry sherry,"""14096""","alcoholic beverage, wine, table, red"
1458,1 cup half-and-half,"""01049""","cream, fluid, half and half"
1459,8 ounces cream cheese,"""01017""","cheese, cream"
1460,1/2 cup grated Parmesan,"""01033""","cheese, parmesan, hard"
1461,1 cup grated Gruyere or Swiss,"""01023""","cheese, gruyere"
1462,1/2 teaspoon grated nutmeg,"""02025""","spices, nutmeg, ground"
1463,1/2 teaspoon freshly ground black pepper,"""02030""","spices, pepper, black"
1464,2 cups steamed broccoli florets,"""11090""","broccoli, raw"
1465,1 pound asparagus trimmed of stems tips reserved,"""11011""","asparagus, raw"
1466,2 tablespoons fresh chives snipped or chopped,"""11156""","chives, raw"
1467,1/2 French baguette cubed,"""18349""","rolls, french"
1468,12 cherry tomatoes,"""11529""","tomatoes, red, ripe, raw, year round average"
1469,Cornichons or baby gherkin pickles,"""11937""","pickles, cucumber, dill or kosher dill"
1470,Marinated mushrooms,"""11260""","mushrooms, white, raw"
1471,Pickled onions,"""11282""","onions, raw"
1472,4 pounds medium sweet potatoes (about 7),"""11507""","sweet potato, raw, unprepared (includes foods for usda's food distribution program)"
1473,1/2 pound sliced bacon cut crosswise into 1/2-inch-wide strips,"""10123""","pork, cured, bacon, unprepared"
1474,1 teaspoon salt,"""02047""","salt, table"
1475,1/2 teaspoon black pepper,"""11291""","onions, spring or scallions (includes tops and bulb), raw"
1476,1/4 cup extra-virgin olive oil,"""04708""","mayonnaise, reduced fat, with olive oil"
1477,3 scallions thinly sliced reserving sliced greens separately,"""02030""","spices, pepper, black"
1478,2 tablespoons Sherry vinegar,"""02068""","vinegar, red wine"
1479,1 tablespoon water,"""14411""","beverages, water, tap, drinking"
1480,1/4 cup mayonnaise,"""42138""","mayonnaise, reduced-calorie or diet, cholesterol-free"
1481,1 garlic clove minced,"""11215""","garlic, raw"
1482,Pinch of cayenne pepper,"""02031""","spices, pepper, red or cayenne"
1483,Mediterranean bouquetgarni (1/3 cup fennel fronds; 4 thyme sprigs; two 5-inch-long strips orange peel),"""02027""","spices, oregano, dried"
1484,3 tablespoons olive oil,"""44005""","oil, corn, peanut, and olive"
1485,1 3/4 cups chopped fresh fennel bulb (from 1 large),"""11957""","fennel, bulb, raw"
1486,1 cup thinly sliced leek (white and pale green parts only),"""11246""","leeks, (bulb and lower leaf-portion), raw"
1487,1/2 cup dry white wine,"""14106""","alcoholic beverage, wine, table, white"
1488,1/4 teaspoon saffron threads,"""02037""","spices, saffron"
1489,3 cups low-salt chicken broth,"""06970""","soup, chicken broth, low sodium, canned"
1490,1 1/2 pounds halibut fillets cut into 1-inch pieces,"""15036""","fish, halibut, atlantic and pacific, raw"
1491,4 1-inch-thick baguette slices,"""18349""","rolls, french"
1492,1/2 cup coconut cream (not cream of coconut) or milk,"""12116""","nuts, coconut cream, canned, sweetened"
1493,3 large egg whites,"""01124""","egg, white, raw, fresh"
1494,1/2 teaspoon pure vanilla extract,"""02050""",vanilla extract
1495,1 1/2 cups cake flour,"""20084""","wheat flour, white, cake, enriched"
1496,2 teaspoons baking powder,"""18371""","leavening agents, baking powder, low-sodium"
1497,6 tablespoons (3 ounces) unsalted butter softened,"""01145""","butter, without salt"
1498,1/2 teaspoon salt,"""02047""","salt, table"
1499,3/4 cup granulated sugar,"""19335""","sugars, granulated"
1500,1/2 cup desiccated or unsweetened coconut finely ground in a food processor,"""12104""","nuts, coconut meat, raw"
1501,1/2 cup sweetened dried coconut,"""12179""","nuts, coconut meat, dried (desiccated), sweetened, shredded"
1502,6 ounces white chocolate finely chopped,"""19087""","candies, white chocolate"
1503,1 3/4 cups powdered sugar,"""19336""","sugars, powdered"
1504,1/4 cup milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
1505,4 ounces (8 tablespoons) butter,"""01001""","butter, salted"
1506,1/2 teaspoon pure vanilla extract,"""02050""",vanilla extract
1507,1/4 teaspoon salt,"""02047""","salt, table"
1508,2 ounces coconut rum,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
1509,2 ounces dark rum,"""14050""","alcoholic beverage, distilled, rum, 80 proof"
1510,1/2 cup cranberry juice,"""14242""","cranberry juice cocktail, bottled"
1511,1/2 cup orange juice,"""42270""","beverages, orange juice drink"
1512,1 orange slice halved,"""09203""","oranges, raw, florida"
1513,1 lime slice halved,"""09159""","limes, raw"
1514,1 cup freshly brewed Irish breakfast tea such as Barrys Lyons or Bewleys Tea,"""14544""","beverages, tea, black, brewed, prepared with distilled water"
1515,Honey to taste,"""19296""",honey
1516,Hot whole milk for topping,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
1517,1 7- to 8-inch sheet dried kombu (kelp)*,"""11445""","seaweed, kelp, raw"
1518,7 cups water,"""14411""","beverages, water, tap, drinking"
1519,1/2 cup dried bonito shavings*,"""15123""","fish, tuna, fresh, skipjack, raw"
1520,2 tablespoons mirin (sweet Japanese rice wine)*,"""02068""","vinegar, red wine"
1521,4 1/2 teaspoons tamari soy sauce*,"""16124""",soy sauce made from soy (tamari)
1522,1 1/2 teaspoons rice vinegar,"""02068""","vinegar, red wine"
1523,1 teaspoon sugar,"""19335""","sugars, granulated"
1524,3/4 teaspoon salt,"""02047""","salt, table"
1525,5 teaspoons frozen pineapple-orange juice concentrate,"""14341""","beverages, pineapple and orange juice drink, canned"
1526,1 tablespoon grated peeled fresh ginger,"""11216""","ginger root, raw"
1527,6 teaspoons olive oil,"""44005""","oil, corn, peanut, and olive"
1528,10 green onions trimmed cut into 1-inch lengths,"""11291""","onions, spring or scallions (includes tops and bulb), raw"
1529,4 4-ounce ahi tuna steaks,"""15127""","fish, tuna, fresh, yellowfin, raw"
1530,2 cups freshly cooked brown rice,"""20041""","rice, brown, medium-grain, cooked (includes foods for usda's food distribution program)"
1531,Nonstick cooking spray,"""04679""","oil, pam cooking spray, original"
1532,2 1/2 cups confectioners sugar,"""19335""","sugars, granulated"
1533,3/4 cup bourbon (the good stuff),"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
1534,Three 1/4-ounce packets unflavored gelatin,"""19177""","gelatins, dry powder, unsweetened"
1535,1 1/2 cups granulated sugar,"""19335""","sugars, granulated"
1536,1 cup light corn syrup,"""19350""","syrups, corn, light"
1537,1 tablespoon pure vanilla extract,"""02050""",vanilla extract
1538,1 teaspoon kosher salt,"""02047""","salt, table"
1539,Vegetable oil for cutting the marshmallows,"""04513""","vegetable oil, palm kernel"
1540,1 1/4 cups graham cracker crumbs,"""18173""","cookies, graham crackers, plain or honey (includes cinnamon)"
1541,5 tablespoons unsalted butter melted,"""01145""","butter, without salt"
1542,2 tablespoons dark brown sugar,"""19334""","sugars, brown"
1543,1 tablespoon all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
1544,1 1/2 teaspoons kosher salt,"""02047""","salt, table"
1545,1 cup mashed cooked yams or sweet potatoes (either roast or boil whole until soft or use canned...your secret is safe with us),"""11601""","yam, raw"
1546,1/4 cup packed dark brown sugar,"""19334""","sugars, brown"
1547,2 tablespoons all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
1548,3 tablespoons unsalted butter melted,"""01145""","butter, without salt"
1549,1 tablespoon kosher salt,"""02047""","salt, table"
1550,1 1/2 teaspoons ground cinnamon,"""02010""","spices, cinnamon, ground"
1551,1/2 teaspoon ground cloves,"""02011""","spices, cloves, ground"
1552,1 1/2 teaspoons ground ginger,"""02021""","spices, ginger, ground"
1553,1/2 teaspoon cracked black pepper,"""02030""","spices, pepper, black"
1554,3 large eggs,"""01123""","egg, whole, raw, fresh"
1555,1 cup sweetened condensed milk,"""01095""","milk, canned, condensed, sweetened"
1556,1 tablespoon active dry yeast,"""18375""","leavening agents, yeast, baker's, active dry"
1557,3/4 cup unsifted semolina (durum) flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
1558,1 cup very warm water (110 to 115 degrees F),"""14411""","beverages, water, tap, drinking"
1559,3 cups sifted unbleached all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
1560,1 teaspoon salt,"""02047""","salt, table"
1561,2 cups (400 g) granulated sugar,"""19335""","sugars, granulated"
1562,3/4 cup (170 g) unsalted butter,"""01145""","butter, without salt"
1563,1 1/4 cups (295 g) heavy cream at room temperature,"""01053""","cream, fluid, heavy whipping"
1564,1 teaspoon kosher salt,"""02047""","salt, table"
1565,3 teaspoons vanilla extract,"""02050""",vanilla extract
1566,2 tablespoons bourbon,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
1567,1 recipe Magpie Dough for Flaky Piecrust chilled overnight,"""18946""","pie crust, refrigerated, regular, baked"
1568,2 pounds (907 g) ripe peaches each peeled halved pitted and cut into 8 wedges,"""09236""","peaches, yellow, raw"
1569,1/2 cup (96 g) packed light brown sugar,"""19334""","sugars, brown"
1570,1 tablespoon vanilla extract,"""02050""",vanilla extract
1571,1 tablespoon freshly squeezed lemon juice,"""09152""","lemon juice, raw"
1572,1/2 cup (96 g) granulated sugar,"""19335""","sugars, granulated"
1573,3 tablespoons finely ground instant tapioca (ground using a spice grinder),"""19202""","puddings, vanilla, dry mix, instant"
1574,1/2 teaspoon ground cinnamon,"""02010""","spices, cinnamon, ground"
1575,1/8 teaspoon fine salt,"""02047""","salt, table"
1576,1 large egg yolk,"""01125""","egg, yolk, raw, fresh"
1577,2 tablespoons sanding sugar or coarse raw sugar for sprinkling,"""19335""","sugars, granulated"
1578,1 loaf pita bread,"""18041""","bread, pita, white, enriched"
1579,4 red bell peppers,"""11821""","peppers, sweet, red, raw"
1580,1 teaspoon honey,"""19296""",honey
1581,1 teaspoon Dijon mustard,"""02046""","mustard, prepared, yellow"
1582,1 tablespoon balsamic vinegar,"""02069""","vinegar, balsamic"
1583,2 1/2 tablespoons extra-virgin olive oil,"""44005""","oil, corn, peanut, and olive"
1584,1/2 pound fresh baby spinach (about 8 cups packed),"""11457""","spinach, raw"
1585,4 ounces slab bacon rind removed and cut into 1/4-inch dice or 5 tablespoons pure Spanish olive oil,"""10123""","pork, cured, bacon, unprepared"
